"x"
"1",0.000919392
"2",0.00157534
"3",0.00167516
"4",0.00211678
"5",0.00216427
"6",0.00220382
"7",0.00220419
"8",0.00227628
"9",0.00233107
"10",0.00235946
"11",0.00249113
"12",0.00249141
"13",0.00250381
"14",0.00256071
"15",0.00268928
"16",0.00292257
"17",0.00307523
"18",0.00311927
"19",0.00320823
"20",0.00322063
"21",0.00334149
"22",0.00337285
"23",0.00347071
"24",0.0035747
"25",0.0035747
"26",0.0035747
"27",0.0035747
"28",0.0035747
"29",0.0035747
"30",0.0035747
"31",0.00388197
"32",0.00390615
"33",0.00394032
"34",0.0040258
"35",0.00405659
"36",0.00412734
"37",0.00413051
"38",0.0044148
"39",0.00450622
"40",0.00454239
"41",0.00467136
"42",0.0046798
"43",0.00471211
"44",0.00475068
"45",0.00478024
"46",0.00488125
"47",0.00525254
"48",0.00535396
"49",0.00550408
"50",0.00560054
"51",0.00566139
"52",0.00569867
"53",0.00578411
"54",0.00580041
"55",0.00582039
"56",0.00605274
"57",0.00616048
"58",0.00623325
"59",0.00632332
"60",0.00646493
"61",0.00650567
"62",0.00650602
"63",0.00656962
"64",0.00663114
"65",0.00671077
"66",0.00673618
"67",0.00678768
"68",0.00687492
"69",0.00689719
"70",0.00695552
"71",0.00695569
"72",0.00702568
"73",0.00709249
"74",0.00714534
"75",0.00717142
"76",0.00717179
"77",0.00725028
"78",0.00729543
"79",0.00730666
"80",0.00741147
"81",0.00742546
"82",0.00744344
"83",0.00761053
"84",0.00761117
"85",0.00763789
"86",0.00771247
"87",0.00781651
"88",0.00783016
"89",0.00790805
"90",0.00792577
"91",0.00794634
"92",0.00797503
"93",0.0079916
"94",0.00804343
"95",0.00813799
"96",0.00815102
"97",0.00816024
"98",0.00819188
"99",0.00823936
"100",0.00827565
"101",0.00831288
"102",0.00844874
"103",0.00845276
"104",0.00853318
"105",0.00853335
"106",0.00862305
"107",0.0087336
"108",0.00876214
"109",0.00879075
"110",0.00882701
"111",0.00889174
"112",0.00894183
"113",0.0090566
"114",0.00911527
"115",0.00911767
"116",0.00930988
"117",0.00931916
"118",0.0093211
"119",0.00944143
"120",0.00945454
"121",0.00946841
"122",0.00948758
"123",0.00952689
"124",0.00953124
"125",0.00956297
"126",0.00958578
"127",0.0096821
"128",0.00971278
"129",0.00973975
"130",0.0097536
"131",0.00975462
"132",0.00975804
"133",0.00978348
"134",0.0098059
"135",0.00981969
"136",0.00985213
"137",0.00989671
"138",0.00989841
"139",0.00995563
"140",0.00998855
"141",0.0100715
"142",0.0101175
"143",0.010276
"144",0.0104096
"145",0.0104202
"146",0.0106103
"147",0.0109809
"148",0.0110968
"149",0.0113597
"150",0.011551
"151",0.0116731
"152",0.0117282
"153",0.0118994
"154",0.0121277
"155",0.0124311
"156",0.0124905
"157",0.0127779
"158",0.0128202
"159",0.0131884
"160",0.0136774
"161",0.013879
"162",0.0149988
"163",0.0152939
"164",0.0156251
"165",0.0159343
"166",0.0163073
"167",0.0179131
"168",0.0179278
"169",0.0180172
"170",0.0201902
"171",0.0231568
